Link,Name,Brand,DiscountedPrice,DiscountedPercent,SoldQuantity,BatteryCapacity,FrontCamera,BackCamera,GPU,ChargingPort,RAM,Resolution,ROM,ScreenSize,WarrantyDuration,Rating,NumberOfReview,Description,data_source,ID,Discounted Price,Discount Precent,Sold Quanity,Origin,Charging Port,Screen Size,Warranty Duration,Number Review
https://www.thegioididong.com/dtdd/iphone-15,Điện thoại iPhone 15 128GB,iPhone (Apple),158900000,-20%,3700.0,3349.0,12 MP,Chính 48 MP & Phụ 12 MP,Apple GPU 5 nhân,Type-C,6.0,1179x2556,,6.1,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,69.0,,TheGioiDiDong,281570.0,,,,,,,,
https://www.thegioididong.com/dtdd/oppo-find-n3,Điện thoại OPPO Find N3 5G 16GB/512GB,OPPO,309900000,-31%,3800.0,4805.0,Trong: 20 MP & Ngoài: 32 MP,"Chính 48 MP & Phụ 48 MP, 64 MP",Adreno 740,Type-C,16.0,2x2268,,7.82,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,,"OPPO chính thức giới thiệu sản phẩm OPPO Find N3 5G, một chiếc điện thoại thông minh với thiết kế gập ngang hoàn toàn hiện đại và đẳng cấp, nổi bật với camera và hiệu năng đứng đầu. Đây là một bước đột phá của OPPO trong việc kết hợp sự tiện ích và thẩm mỹ tối ưu, đem lại trải nghiệm độc đáo cho người dùng.",TheGioiDiDong,302953.0,,,,,,,,
https://www.thegioididong.com/dtdd/xiaomi-redmi-note-14-5g,Điện thoại Xiaomi Redmi Note 14 5G 8GB/256GB,Xiaomi,72900000,,3900.0,5110.0,20 MP,"Chính 108 MP & Phụ 8 MP, 2 MP",IMG BXM-8-256,Type-C,8.0,1080x2400,,6.67,Bảo hành chính hãng điện thoại 18 tháng tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,1.0,"Xiaomi Redmi Note 14 5G là chiếc smartphone toàn diện với màn hình AMOLED 6.67 inch, tần số quét 120 Hz, vi xử lý MediaTek Dimensity 7025-Ultra và RAM 8 GB, đảm bảo hiệu năng mạnh mẽ. Camera chính 108 MP hỗ trợ OIS giúp chụp ảnh sắc nét, trong khi viên pin 5110 mAh cùng sạc nhanh 45W mang đến thời gian sử dụng bền bỉ.",TheGioiDiDong,335583.0,,,,,,,,
https://www.thegioididong.com/dtdd/itel-it9310,Điện thoại Itel it9310,Itel,5600000,-13%,3900.0,2000.0,,0.08 MP,,Type-C,16.0,,,3.0,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,19.0,"Itel it9310 là một mẫu điện thoại phổ thông nổi bật trong phân khúc giá rẻ. Điểm đặc biệt của chiếc máy này là khả năng kết nối mạng di động 4G, mang lại sự linh hoạt đáng kể cho người dùng cơ bản. Itel it9310 hướng đến những ai cần một thiết bị liên lạc đơn giản, bền bỉ nhưng vẫn đáp ứng nhu cầu kết nối hiện đại.",TheGioiDiDong,329840.0,,,,,,,,
https://www.thegioididong.com/dtdd/honor-x7c,Điện thoại HONOR X7c 8GB/256GB,HONOR,52900000,-3%,30000.0,6000.0,8 MP,Chính 108 MP & Phụ 2 MP,Adreno 610,Type-C,8.0,720x1610,,6.77,Bảo hành chính hãng điện thoại 18 tháng tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,10.0,"HONOR X7c là smartphone dành cho người dùng muốn sở hữu thiết bị bền bỉ, hiệu năng cao và thiết kế thanh lịch. Sản phẩm mang đến trải nghiệm tối ưu nhờ màn hình lớn, pin dung lượng cao, hiệu suất mạnh mẽ và khả năng chụp ảnh chất lượng cao, đáp ứng mọi nhu cầu sử dụng hằng ngày.",TheGioiDiDong,331512.0,,,,,,,,
https://www.thegioididong.com/dtdd/samsung-galaxy-a06-4gb-64gb,Điện thoại Samsung Galaxy A06 4GB/64GB,Samsung,30900000,-3%,32500.0,5000.0,8 MP,Chính 50 MP & Phụ 2 MP,Mali-G52,Type-C,4.0,720x1600,,6.7,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,18.0,"Samsung Galaxy A06 4GB/64GB mang đến sự kết hợp hoàn hảo giữa thiết kế tinh tế, hiệu năng mạnh mẽ và bảo mật cao cấp. Với màn hình 6.7 inch, camera 50 MP, pin bền bỉ cùng nhiều cải tiến vượt trội, Galaxy A06 là lựa chọn lý tưởng cho mọi nhu cầu sử dụng hằng ngày.",TheGioiDiDong,328752.0,,,,,,,,
https://www.thegioididong.com/dtdd/realme-note-60x-4gb,Điện thoại realme Note 60x 4GB/64GB,realme,29900000,,34800.0,5000.0,5 MP,8 MP,Mali-G57,Type-C,4.0,720x1600,,6.74,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,2.0,"realme Note 60x 4GB là chiếc smartphone hoàn hảo với thiết kế bền bỉ, màn hình IPS LCD 90 Hz sắc nét, viên pin 5000 mAh kéo dài cả ngày và hiệu năng mạnh mẽ. Máy đáp ứng tốt cả công việc lẫn giải trí, phù hợp cho mọi nhu cầu sử dụng hàng ngày.",TheGioiDiDong,333281.0,,,,,,,,
https://www.thegioididong.com/dtdd/masstel-izi-t6,Điện thoại Masstel IZI T6 4G,Masstel,5000000,,35100.0,1800.0,,,,Type-C,48.0,240x320,,2.4,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,26.0,"Trong thời đại smartphone ngày càng trở nên phổ biến, Masstel IZI T6 4G như làn gió mới cho những ai mong muốn trở về với sự đơn giản, tiện ích trong sử dụng hằng ngày. Điện thoại là sự lựa chọn lý tưởng cho nhóm khách hàng có nhu cầu cơ bản như nghe gọi và nhắn tin, đặc biệt phù hợp với người lớn tuổi.",TheGioiDiDong,322877.0,,,,,,,,
https://www.thegioididong.com/dtdd/realme-note-60,Điện thoại realme Note 60 6GB/128GB,realme,37900000,,36400.0,5000.0,5 MP,Chính 32 MP & Cảm biến Flicker,Mali-G57,Type-C,6.0,720x1600,,6.745,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,1.0,"realme Note 60 là smartphone giá rẻ nổi bật với màn hình IPS LCD sắc nét, vi xử lý mạnh mẽ, pin bền bỉ và thiết kế hiện đại. Máy mang đến trải nghiệm mượt mà với nhiều tính năng đáp ứng tốt nhu cầu sử dụng hằng ngày của người dùng.",TheGioiDiDong,329330.0,,,,,,,,
https://www.thegioididong.com/dtdd/tecno-spark-30-5g,Điện thoại Tecno Spark 30 5G 6GB/128GB,Tecno,40900000,-8%,362.0,5000.0,8 MP,Chính: 108 MP & Phụ: Cảm biến ánh sáng,Mali-G57,Type-C,6.0,720x1600,,6.67,Bảo hành chính hãng điện thoại 13 tháng tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,,"Tecno Spark 30 5G là mẫu điện thoại 5G đáng chú ý trong phân khúc giá rẻ, cung cấp hiệu năng ổn định và các tính năng giải trí phù hợp nhu cầu phổ thông. Thiết kế hiện đại, tốc độ xử lý mượt và mức giá hợp lý khiến thiết bị trở thành lựa chọn cân bằng cho người dùng không muốn đầu tư quá nhiều vào smartphone.",TheGioiDiDong,334968.0,,,,,,,,
https://www.thegioididong.com/dtdd/nokia-220-4g,Điện thoại Nokia 220 4G,Nokia,9900000,,38800.0,1450.0,,,,Type-C,64.0,240x320,,2.8,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,44.0,"Nokia 220 4G là chiếc điện thoại phổ thông có một thiết kế bền bỉ, nhẹ nhàng và hiện đại. Với màn hình 2.8 inch rõ nét, hỗ trợ 4G VoLTE cho chất lượng cuộc gọi cao, cùng nhiều tiện ích thông minh, đây chính là lựa chọn đáng giá cho mọi nhu cầu liên lạc hằng ngày.",TheGioiDiDong,207956.0,,,,,,,,
https://www.thegioididong.com/dtdd/oppo-reno12-5g-12gb-256gb-hong,Điện thoại OPPO Reno12 5G 12GB/256GB Hồng,OPPO,91900000,-29%,398.0,5000.0,32 MP,"Chính 50 MP & Phụ 8 MP, 2 MP",Mali-G615,Type-C,12.0,1080x2412,,6.7,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,5.0,7.0,"Với thiết kế trẻ trung, hiện đại hòa quyện cùng khả năng AI thông minh, OPPO Reno12 Hồng mang đến một hiệu năng mạnh mẽ đáng kinh ngạc. Những ai yêu thích sự đổi mới và muốn tận hưởng công nghệ tiên tiến chắc chắn sẽ không thể bỏ qua sản phẩm này.",TheGioiDiDong,321892.0,,,,,,,,
https://www.thegioididong.com/dtdd/oppo-reno13-f,Điện thoại OPPO Reno13 F 8GB/256GB,OPPO,89900000,,4100.0,5800.0,32 MP,"Chính 50 MP & Phụ 8 MP, 2 MP",Mali-G57 MC2,Type-C,8.0,1080x2400,,6.67,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,4.0,"OPPO Reno13 F nổi bật với thiết kế đẹp, chip MediaTek Helio G100 mạnh mẽ, màn hình AMOLED mượt và chuẩn kháng nước IP66, IP68, IP69. Máy tích hợp các tính năng AI, đáp ứng tốt nhu cầu công việc và giải trí hàng ngày.",TheGioiDiDong,332935.0,,,,,,,,
https://www.thegioididong.com/dtdd/samsung-galaxy-a36,Điện thoại Samsung Galaxy A36 5G 12GB/256GB,Samsung,96900000,-5%,4200.0,5000.0,12 MP,"Chính 50 MP & Phụ 8 MP, 5 MP",Adreno 710,Type-C,12.0,1080x2340,,6.7,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,,"Samsung Galaxy A36 là lựa chọn lý tưởng cho những ai tìm kiếm một smartphone mạnh mẽ và thiết kế sang trọng. Màn hình Super AMOLED 6.7 inch sắc nét, vi xử lý Snapdragon 6 Gen 3 mượt mà, cùng tính năng AI thông minh giúp bạn sử dụng hiệu quả và tiện lợi. Thiết kế nguyên khối với khung nhựa và mặt lưng kính mang đến cảm giác thoải mái suốt cả ngày.",TheGioiDiDong,334930.0,,,,,,,,
https://www.thegioididong.com/dtdd/vivo-y29-8gb-128gb,Điện thoại vivo Y29 8GB/128GB,vivo,68900000,,4200.0,6500.0,8 MP,Chính 50 MP & Phụ 2 MP,Adreno 610,Type-C,8.0,720x1608,,6.68,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,8.0,"vivo Y29 kết hợp thiết kế tinh tế, màn hình 120 Hz mượt mà, hiệu năng mạnh mẽ và AI thông minh, mang đến trải nghiệm tối ưu. Với chip Snapdragon 685, camera 50 MP, pin 6500 mAh và sạc nhanh 44W, máy đáp ứng mọi nhu cầu từ công việc đến giải trí.",TheGioiDiDong,334226.0,,,,,,,,
https://www.thegioididong.com/dtdd/samsung-galaxy-s25-plus,Điện thoại Samsung Galaxy S25 Plus 5G 12GB/256GB,Samsung,221900000,-17%,4600.0,4900.0,12 MP,"Chính 50 MP & Phụ 12 MP, 10 MP",Adreno 830,Type-C,12.0,2x1440,,6.7,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,,"Samsung giới thiệu Samsung Galaxy S25 Plus tại sự kiện Unpacked 2025, một siêu phẩm công nghệ với thiết kế đột phá, cấu hình dẫn đầu và cải tiến toàn diện. Galaxy S25 Plus không chỉ đáp ứng mọi nhu cầu công việc, giải trí hay sáng tạo mà còn đặt ra chuẩn mực mới cho dòng smartphone cao cấp.",TheGioiDiDong,333359.0,,,,,,,,
https://www.thegioididong.com/dtdd/honor-x5b-plus,Điện thoại HONOR X5b Plus 4GB/128GB,HONOR,27900000,-6%,40000.0,5200.0,5 MP,Chính 50 MP & Ống kính phụ,IMG PowerVR GE8320,Type-C,4.0,720x1612,,6.56,Bảo hành chính hãng điện thoại 18 tháng tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,1.0,"HONOR X5b Plus nổi bật với màn hình 6.56 inch HD+ 90 Hz, chip Helio G36, RAM 4 GB (mở rộng 4 GB), bộ nhớ 128 GB và pin 5200 mAh. Thiết kế hiện đại và camera AI 50MP giúp sản phẩm đáp ứng mọi nhu cầu từ làm việc đến giải trí.",TheGioiDiDong,333770.0,,,,,,,,
https://www.thegioididong.com/dtdd/xiaomi-14t-pro-5g-12gb-256gb,Điện thoại Xiaomi 14T Pro 5G 12GB/256GB,Xiaomi,159900000,-5%,42400.0,5000.0,32 MP,"Chính 50 MP & Phụ 50 MP, 12 MP",ARM Immortalis-G720 MP12,Type-C,12.0,1x5,,6.67,Bảo hành chính hãng điện thoại 2 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,44.0,"Xiaomi 14T Pro là smartphone mới với sự hợp tác giữa Xiaomi và Leica, hứa hẹn mang đến ảnh sắc nét, nghệ thuật, kể cả trong điều kiện thiếu sáng. Thiết bị nổi bật với màn hình AI thế hệ mới, chip MediaTek Dimensity 9300+ mạnh mẽ và pin bền bỉ, mang lại trải nghiệm mượt mà cho người dùng.",TheGioiDiDong,329940.0,,,,,,,,
https://www.thegioididong.com/dtdd/mobell-m331,Điện thoại Mobell M331 4G,Mobell,5500000,,44100.0,1000.0,,0.08 MP,,Micro USB,48.0,240x320,,2.4,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,28.0,"Mobell M331 chiếc điện thoại phổ thông mới nhất được hãng Mobell tung ra thị trường vào nửa cuối năm 2023. Chiếc điện thoại sẽ phù hợp cho những bạn đang tìm kiếm một sản phẩm với thiết kế nhỏ gọn, âm thanh nghe gọi to rõ và một viên pin trâu.",TheGioiDiDong,314697.0,,,,,,,,
https://www.thegioididong.com/dtdd/honor-x5-plus,Điện thoại HONOR X5 Plus 4GB/64GB,HONOR,24900000,,44200.0,5200.0,5 MP,Chính 50 MP & Phụ 2 MP,IMG PowerVR GE8320,Type-C,4.0,720x1612,,6.56,Bảo hành chính hãng điện thoại 18 tháng tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,18.0,"HONOR X5 Plus chính là sự trở lại đầy mạnh mẽ của thương hiệu Honor trên thị trường Việt Nam. Sản phẩm lần này thu hút sự chú ý nhờ viên pin lớn 5200 mAh, camera 50 MP và có giá bán phải chăng phù hợp cho nhiều đối tượng người dùng.",TheGioiDiDong,313306.0,,,,,,,,
https://www.thegioididong.com/dtdd/mobell-m539,Điện thoại Mobell M539,Mobell,7000000,,44600.0,2000.0,,0.08 MP,,Micro USB,48.0,240x320,,2.8,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,109.0,Mobell M539 - chiếc điện thoại phổ thông vừa được ra mắt phù hợp cho ai đang tìm kiếm cho mình một thiết bị nhỏ gọn phục vụ tốt trong việc liên lạc bởi máy có hỗ trợ mạng di động 4G VoLTE cùng khả năng trang bị 2 nano SIM.,TheGioiDiDong,288630.0,,,,,,,,
https://www.thegioididong.com/dtdd/samsung-galaxy-a16-8gb-128gb,Điện thoại Samsung Galaxy A16 8GB/128GB,Samsung,53900000,,45600.0,5000.0,13 MP,"Chính 50 MP & Phụ 5 MP, 2 MP",Mali-G57,Type-C,8.0,1080x2340,,6.7,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,24.0,"Samsung Galaxy A16 8GB/128GB là chiếc smartphone vừa đẹp vừa mạnh, phù hợp cho mọi nhu cầu từ giải trí đến công việc. Với thiết kế nhỏ gọn, hiện đại, màn hình lớn, camera rõ nét và pin bền, Galaxy A16 sẽ luôn bên bạn trong các hoạt động hằng ngày, đáp ứng tốt cả khi bạn cần giải trí hay làm việc.",TheGioiDiDong,331207.0,,,,,,,,
https://www.thegioididong.com/dtdd/vivo-v40-5g,Điện thoại vivo V40 5G 12GB/256GB,vivo,129900000,,46100.0,5500.0,50 MP,2 camera 50 MP,Adreno 720,Type-C,12.0,1x5,,6.78,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,16.0,"vivo V40 5G nổi bật với hệ thống camera chất lượng, cho khả năng chụp ảnh ấn tượng ngay cả trong điều kiện thiếu sáng. Đi kèm với viên pin 5500 mAh bền bỉ, màn hình sắc nét và chip xử lý hiệu quả, máy mang đến một trải nghiệm mượt mà.",TheGioiDiDong,331985.0,,,,,,,,
https://www.thegioididong.com/dtdd/oppo-find-x8-hong,Điện thoại OPPO Find X8 5G 16GB/512GB Hồng,OPPO,219900000,-4%,476.0,5630.0,32 MP,3 camera 50 MP,ARM Immortalis G925 MC12,Type-C,16.0,1x5,,6.59,Bảo hành chính hãng điện thoại 2 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,5.0,2.0,"OPPO Find X8 5G 16GB/512GB Hồng có thiết kế khung nhôm nhẹ, bo cong tinh tế và chỉ nặng 193 gram. Máy trang bị màn hình 6.59 inch, tần số quét 120 Hz, độ sáng 1600 nits giúp hiển thị sắc nét. Với chuẩn kháng nước IP69 và pin 5630 mAh bền bỉ, đây là lựa chọn lý tưởng cho mọi nhu cầu.",TheGioiDiDong,334168.0,,,,,,,,
https://www.thegioididong.com/dtdd/mobell-m239,Điện thoại Mobell M239 4G,Mobell,4600000,-8%,48500.0,1000.0,,0.08 MP,,Micro USB,48.0,128x160,,1.77,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,172.0,"Mobell chính thức trình làng điện thoại phổ thông Mobell M239, mang ưu điểm với một thiết kế gọn gàng và màu sắc trẻ trung.",TheGioiDiDong,284122.0,,,,,,,,
https://www.thegioididong.com/dtdd/tecno-spark-30c,Điện thoại Tecno Spark 30C 6GB/128GB,Tecno,29900000,-9%,49200.0,5000.0,8 MP,48 MP,Mali-G52 MC2,Type-C,6.0,720x1600,,6.67,Bảo hành chính hãng điện thoại 13 tháng tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,2.0,"Tecno Spark 30C mang đến sự kết hợp ấn tượng giữa thiết kế màn hình lớn, camera rõ nét, hiệu năng ổn định và dung lượng lưu trữ vừa đủ. Đây là một lựa chọn đáng cân nhắc cho những ai đang tìm kiếm một chiếc smartphone đáp ứng tốt các nhu cầu hàng ngày như học tập, làm việc và giải trí cơ bản.",TheGioiDiDong,334970.0,,,,,,,,
https://www.thegioididong.com/dtdd/xiaomi-redmi-14c-6gb-128gb,Điện thoại Xiaomi Redmi 14C 6GB/128GB,Xiaomi,36900000,,490.0,5160.0,13 MP,Chính 50 MP & Phụ QVGA,Mali-G52 MC2,Type-C,6.0,720x1640,,6.88,Bảo hành chính hãng điện thoại 18 tháng tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,5.0,16.0,"Xiaomi Redmi 14C là lựa chọn hoàn hảo trong phân khúc tầm trung, nổi bật với màn hình sắc nét, hiệu năng mạnh mẽ, thiết kế hiện đại và hệ thống camera linh hoạt. Với dung lượng pin lớn và khả năng sạc nhanh, sản phẩm này đáp ứng tốt nhu cầu sử dụng hằng ngày, mang đến trải nghiệm vượt trội cho người dùng.",TheGioiDiDong,329008.0,,,,,,,,
https://www.thegioididong.com/dtdd/vivo-v30,Điện thoại vivo V30 5G 12GB/512GB,vivo,127900000,-8%,4000.0,5000.0,50 MP,Chính 50 MP & Phụ 50 MP,Adreno 720,Type-C,12.0,1x5,,6.78,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,16.0,"vivo V30 kết hợp thiết kế sang trọng, hiệu suất vượt trội và hệ thống camera đỉnh cao, mang đến trải nghiệm người dùng toàn diện. Với nhiều tính năng tiên tiến và thiết kế tinh tế, vivo V30 5G không chỉ đáp ứng nhu cầu công nghệ hằng ngày mà còn nâng tầm phong cách và tiện nghi cho người dùng.",TheGioiDiDong,319214.0,,,,,,,,
https://www.thegioididong.com/dtdd/nokia-110-4g-pro,Điện thoại Nokia 110 4G Pro,Nokia,7500000,,4000.0,1450.0,,QVGA (320 x 240 pixels),,Micro USB,48.0,120x160,,1.77,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,34.0,"Nokia 110 4G Pro là một chiếc điện thoại phổ thông nổi bật, được thiết kế tinh tế và sang trọng. Điện thoại cho khả năng bền bỉ trong thời gian dài khiến bạn cảm thấy yên tâm khi sử dụng. Với việc hỗ trợ công nghệ 4G VoLTE, bạn có thể thực hiện cuộc gọi một cách nhanh chóng và ổn định hơn.",TheGioiDiDong,311034.0,,,,,,,,
https://www.thegioididong.com/dtdd/honor-x8b,Điện thoại HONOR X8b 8GB/512GB,HONOR,76900000,,5600.0,4500.0,50 MP,"Chính 108 MP & Phụ 5 MP, 2 MP",Adreno 610,Type-C,8.0,1080x2412,,6.7,Bảo hành chính hãng điện thoại 18 tháng tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,57.0,"Trên thị trường điện thoại thông minh, HONOR tiếp tục khẳng định vị thế của mình với việc giới thiệu HONOR X8b, một thiết bị không chỉ tuân theo xu hướng thiết kế hiện đại mà còn cung cấp những tính năng nổi bật phục vụ mọi nhu cầu của người dùng.",TheGioiDiDong,324893.0,,,,,,,,
https://www.thegioididong.com/dtdd/mobell-f209,Điện thoại Mobell F209,Mobell,6200000,,5900.0,1500.0,,,,Micro USB,48.0,176x220,,2.0,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,49.0,"Bên cạnh sự chạy đua về công nghệ trên những mẫu smartphone, thì đâu đó trên thị trường vẫn còn sót lại một vài hãng còn tiếp tục cải tiến và sản xuất những mẫu điện thoại phổ thông với mục tiêu đáp ứng nhu cầu sử dụng cơ bản. Nổi trội trong đó có thể kể đến chiếc Mobell F209 với màn hình to rõ, viên pin lớn cùng công nghệ mạng di động 4G VoLTE.",TheGioiDiDong,299998.0,,,,,,,,
https://www.thegioididong.com/dtdd/realme-c71,Điện thoại realme C71 4GB/128GB,realme,0,,512.0,,,,,,,,,,,4.9,,,TheGioiDiDong,337741.0,,,,,,,,
https://www.thegioididong.com/dtdd/nokia-3210-4g,Điện thoại Nokia 3210 4G,Nokia,15900000,,53500.0,1450.0,,2 MP,,Type-C,64.0,240x320,,2.4,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,20.0,"Nokia 3210 4G, một biểu tượng trường tồn của hãng Nokia, nay trở lại với vẻ ngoài cải tiến và công nghệ hiện đại. Đây là sự kết hợp giữa thiết kế hoài cổ và những tính năng tiên tiến, đáp ứng mọi nhu cầu cơ bản của người dùng.",TheGioiDiDong,326477.0,,,,,,,,
https://www.thegioididong.com/dtdd/samsung-galaxy-a35-5g,Điện thoại Samsung Galaxy A35 5G 8GB/256GB,Samsung,81900000,-11%,534.0,5000.0,13 MP,"Chính 50 MP & Phụ 8 MP, 5 MP",Mali-G68 MP5,Type-C,8.0,1080x2340,,6.6,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,5.0,79.0,"Samsung Galaxy A35 5G là một trong những dòng điện thoại thông minh tầm trung đáng chú ý của Samsung. Máy sở hữu cho mình một hiệu suất mạnh mẽ, màn hình sắc nét và viên pin lớn, chiếc điện thoại hứa hẹn mang đến trải nghiệm đa dạng và tuyệt vời cho người dùng.",TheGioiDiDong,321772.0,,,,,,,,
https://www.thegioididong.com/dtdd/masstel-fami-50,Điện thoại Masstel Fami 50 4G,Masstel,6000000,,54700.0,1750.0,,,,Type-C,48.0,128x160,,2.0,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,7.0,"Bạn đang tìm kiếm một chiếc điện thoại cơ bản, dễ sử dụng, tập trung vào nhu cầu nghe và gọi là chủ yếu. Và Masstel Fami 50 4G tỏa sáng như một lựa chọn đơn giản nhưng mạnh mẽ, thực sự phù hợp với người lớn tuổi hoặc những ai muốn sở hữu một chiếc điện thoại phụ cho nhu cầu nghe gọi.",TheGioiDiDong,323546.0,,,,,,,,
https://www.thegioididong.com/dtdd/iphone-16e,Điện thoại iPhone 16e 128GB,iPhone (Apple),161900000,-4%,56100.0,26.0,12 MP,48 MP,Apple GPU 4 nhân,Type-C,8.0,1170x2532,,6.1,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,3.0,,TheGioiDiDong,334864.0,,,,,,,,
https://www.thegioididong.com/dtdd/oppo-reno12-5g-12gb-512gb,Điện thoại OPPO Reno12 5G 12GB/512GB,OPPO,119900000,-14%,56100.0,5000.0,32 MP,"Chính 50 MP & Phụ 8 MP, 2 MP",Mali-G615,Type-C,12.0,1080x2412,,6.7,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,29.0,"Với sự hòa quyện tinh tế giữa thiết kế trẻ trung, hiện đại và khả năng AI thông minh, OPPO Reno12 512GB mang đến một hiệu năng mạnh mẽ đáng kinh ngạc. Đối với những ai yêu thích sự đổi mới và muốn trải nghiệm công nghệ tiên tiến, Reno12 chắc chắn là lựa chọn khó có thể bỏ qua.",TheGioiDiDong,327192.0,,,,,,,,
https://www.thegioididong.com/dtdd/samsung-galaxy-s24-ultra-5g,Điện thoại Samsung Galaxy S24 Ultra 5G 12GB/256GB,Samsung,233900000,-22%,57700.0,5000.0,12 MP,"Chính 200 MP & Phụ 50 MP, 12 MP, 10 MP",Adreno 750,Type-C,12.0,2x1440,,6.8,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,139.0,"Samsung Galaxy S24 Ultra mẫu điện thoại cao cấp được ra mắt vào đầu năm 2024, sản phẩm tiếp tục kế thừa và cải tiến từ thế hệ trước. Điểm đặc biệt là sử dụng chip Snapdragon 8 Gen 3 for Galaxy, camera 200 MP và tích hợp nhiều tính năng AI.",TheGioiDiDong,307174.0,,,,,,,,
https://www.thegioididong.com/dtdd/oppo-reno12-pro,Điện thoại OPPO Reno12 Pro 5G 12GB/512GB,OPPO,159900000,-15%,575.0,5000.0,50 MP,"Chính 50 MP & Phụ 50 MP, 8 MP",Mali-G615,Type-C,12.0,1080x2412,,6.7,Bảo hành chính hãng điện thoại 1 năm tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,5.0,5.0,"Sở hữu hiệu suất AI ấn tượng cùng các tiện ích tiện lợi cho người dùng hiện nay, OPPO Reno12 Pro mang đến vẻ ngoài đẹp mắt cùng viên pin “trâu” 5000 mAh và khả năng sạc siêu nhanh 80W, máy phục vụ người dùng sử dụng liên tục trong mọi hoạt động hằng ngày.",TheGioiDiDong,322124.0,,,,,,,,
https://www.thegioididong.com/dtdd/honor-x8c,Điện thoại HONOR X8c 8GB/256GB,HONOR,66900000,-4%,576.0,,,,,,,,,,Bảo hành chính hãng điện thoại 18 tháng tại các trung tâm bảo hành hãng Xem địa chỉ bảo hành,4.9,2.0,,TheGioiDiDong,335792.0,,,,,,,,
